fname,label,aso_id,manually_verified,noisy_small,validation
431902.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
119912.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
62591.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
421144.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
413049.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
145242.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
422976.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
58575.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369579.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
223816.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
153440.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
171131.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
217815.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
19007.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
195033.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
40677.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
419170.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
403162.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
185958.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
415634.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
138242.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
95290.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
253683.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
271892.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
43761.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
360459.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
90787.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
237138.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
353381.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
392792.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
219559.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
377491.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272499.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
31777.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
250940.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
234017.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
335010.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
75265.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
117317.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
388489.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
263925.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
218983.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
432552.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
191518.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
70111.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
362254.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
338144.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
396077.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272102.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
148795.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
353380.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
364863.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369031.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
321842.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
412782.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
389252.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
428767.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
376797.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
40640.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264736.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
269860.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272104.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
340454.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272299.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
421135.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
331447.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264634.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
377545.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
207260.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
39944.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
408013.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
151172.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
73110.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
152650.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94340.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
210169.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
205078.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
365011.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
209471.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272550.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
161244.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
148309.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
430171.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
217476.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369777.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
409818.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
164521.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
161351.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
395610.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264621.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
392511.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
100651.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
429796.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
85601.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
250849.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369641.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
340229.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
170503.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
385802.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
401346.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272272.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
409801.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
414330.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
41580.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
137729.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
347371.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
415635.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
408597.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94331.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
153310.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
194479.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
345560.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
423196.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
405115.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
253093.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
209821.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
187611.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
342543.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
65929.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
393871.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
379299.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
340000.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
411540.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
75266.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
329603.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
353615.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
415630.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
15521.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
232382.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273372.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
21111.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
40696.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
244601.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
23703.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
419177.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272278.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
336845.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
268872.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
40675.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
91042.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
429801.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
39473.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272541.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
245676.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
405633.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
234189.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
31027.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
277715.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
97759.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
250122.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94339.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
223154.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
89560.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
208531.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
386508.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
110620.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
170505.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
51145.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272557.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
323736.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
200322.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
232692.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
138340.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
430315.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
273366.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
388089.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
420549.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264630.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
82833.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
337702.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
209828.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
153249.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
369778.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
134866.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
271873.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
218292.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273396.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369923.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
388894.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273131.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
152785.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
409774.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
364890.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
360554.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
202273.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
213956.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
380392.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
386715.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
340010.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
210184.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
270416.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
222454.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
420252.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
421138.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
201774.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
428391.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
197560.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
204431.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
349107.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
328338.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
271872.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
411714.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
364866.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272106.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
414334.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
321447.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
369837.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273134.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
255249.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
152971.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
271932.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
138339.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
17916.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
428376.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
251485.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
184076.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
244669.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273133.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
430007.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
190097.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
25526.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
408152.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
382573.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94321.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
159495.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
421146.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
401347.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264657.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
217961.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
147641.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
40686.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272099.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
427174.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
343696.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
155808.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
218976.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
18063.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
416031.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
95289.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
85651.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273080.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
427116.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94637.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
195002.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
17125.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
156197.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
419168.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
137798.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
232536.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273092.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
91260.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272561.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
17137.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
420400.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
371311.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
365498.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264715.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
63730.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
217962.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
257677.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
421131.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
146782.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
348324.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264646.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
197400.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
160774.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
66931.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264711.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
376437.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
365594.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
398784.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
268882.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
394764.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
354061.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
257042.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
429344.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
60614.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
271904.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
379295.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
277713.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
422745.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
380389.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
22517.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
74923.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
339791.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273090.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
415254.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
428382.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
425058.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
131473.wav,Walk_or_footsteps,/m/07pbtc8,0,1,0
363861.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
89551.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
202261.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
134877.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
267492.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
188849.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
427229.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
386679.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
117956.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
211444.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
152783.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
154697.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
94323.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
148797.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
428506.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
143255.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
182869.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
235942.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
405638.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
273413.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
119522.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
272292.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
264698.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
388613.wav,Walk_or_footsteps,/m/07pbtc8,0,0,0
